season,date,home_team,away_team,home_score,away_score,result_code,source,odds_home_pinnacle,odds_draw_pinnacle,odds_away_pinnacle,odds_home_max,odds_draw_max,odds_away_max,odds_home_avg,odds_draw_avg,odds_away_avg,imp_home_pinnacle,imp_draw_pinnacle,imp_away_pinnacle,overround_pinnacle,imp_home_max,imp_draw_max,imp_away_max,overround_max,imp_home_avg,imp_draw_avg,imp_away_avg,overround_avg
2015/2016,2015-09-27,Dorados de Sinaloa,Toluca,1,2,-1,football-data,2.77,3.41,2.69,3.3,3.5,2.69,2.81,3.18,2.47,0.36101083032490977,0.29325513196480935,0.3717472118959108,0.026013174185629984,0.30303030303030304,0.2857142857142857,0.3717472118959108,-0.03950819935950034,0.35587188612099646,0.31446540880503143,0.4048582995951417,0.07519559452116953
2015/2016,2015-09-27,Monterrey,Morelia,2,2,0,football-data,1.72,3.86,5.39,1.95,4.0,5.39,1.76,3.55,4.45,0.5813953488372093,0.2590673575129534,0.1855287569573284,0.025991463307491136,0.5128205128205129,0.25,0.1855287569573284,-0.051650730222158714,0.5681818181818182,0.28169014084507044,0.2247191011235955,0.074591060150484
2015/2016,2015-09-27,Pachuca,Santos Laguna,0,0,0,football-data,2.24,3.67,3.27,2.29,3.67,3.4,2.15,3.4,3.13,0.4464285714285714,0.2724795640326976,0.3058103975535168,0.02471853301478566,0.4366812227074236,0.2724795640326976,0.29411764705882354,0.0032784337989446577,0.46511627906976744,0.29411764705882354,0.3194888178913738,0.07872274401996471
2015/2016,2015-09-27,Puebla,Cruz Azul,2,1,1,football-data,3.0,3.2,2.64,3.0,3.42,2.7,2.77,3.13,2.53,0.3333333333333333,0.3125,0.3787878787878788,0.024621212121211933,0.3333333333333333,0.29239766081871343,0.37037037037037035,-0.003898635477582846,0.36101083032490977,0.3194888178913738,0.3952569169960475,0.07575656521233087
2015/2016,2015-09-27,Pumas UNAM,Tigres UANL,1,0,1,football-data,2.65,3.32,2.88,2.74,3.5,2.88,2.58,3.18,2.69,0.37735849056603776,0.30120481927710846,0.3472222222222222,0.0257855320653686,0.36496350364963503,0.2857142857142857,0.3472222222222222,-0.002099988413857057,0.38759689922480617,0.31446540880503143,0.3717472118959108,0.07380951992574847
2015/2016,2015-09-30,Chiapas,Queretaro,0,0,0,football-data,2.18,3.65,3.42,2.19,3.65,3.65,2.09,3.4,3.25,0.4587155963302752,0.273972602739726,0.29239766081871343,0.0250858598887147,0.4566210045662101,0.273972602739726,0.273972602739726,0.004566210045662045,0.47846889952153115,0.29411764705882354,0.3076923076923077,0.08027885427266246
2015/2016,2015-09-30,Guadalajara,Monterrey,2,1,1,football-data,2.7,3.38,2.79,2.7,3.48,2.79,2.58,3.25,2.62,0.37037037037037035,0.2958579881656805,0.35842293906810035,0.0246512976041513,0.37037037037037035,0.28735632183908044,0.35842293906810035,0.01614963127755109,0.38759689922480617,0.3076923076923077,0.38167938931297707,0.076968596230091
2015/2016,2015-09-30,Leon,America,3,0,1,football-data,2.91,3.71,2.43,2.95,3.71,2.5,2.76,3.41,2.38,0.3436426116838488,0.2695417789757412,0.4115226337448559,0.024707024404445832,0.3389830508474576,0.2695417789757412,0.4,0.00852482982319902,0.3623188405797102,0.29325513196480935,0.42016806722689076,0.07574203977141036
2015/2016,2015-09-30,Santos Laguna,Dorados de Sinaloa,1,1,0,football-data,1.6,4.24,6.14,1.67,4.3,6.14,1.57,3.93,5.38,0.625,0.23584905660377356,0.16286644951140067,0.023715506115174145,0.5988023952095809,0.23255813953488372,0.16286644951140067,-0.005773015744134691,0.6369426751592356,0.2544529262086514,0.1858736059479554,0.0772692073158423
2015/2016,2015-09-30,Toluca,Tijuana,4,1,1,football-data,1.69,4.07,5.3,1.75,4.07,5.3,1.68,3.67,4.79,0.591715976331361,0.24570024570024568,0.18867924528301888,0.02609546731462542,0.5714285714285714,0.24570024570024568,0.18867924528301888,0.005808062411835957,0.5952380952380952,0.2724795640326976,0.20876826722338204,0.07648592649417485
2015/2016,2015-09-30,Veracruz,Pachuca,0,1,-1,football-data,2.41,3.75,2.91,2.42,3.75,3.02,2.36,3.35,2.81,0.41493775933609955,0.26666666666666666,0.3436426116838488,0.02524703768661496,0.4132231404958678,0.26666666666666666,0.33112582781456956,0.011015634977104005,0.42372881355932207,0.29850746268656714,0.35587188612099646,0.07810816236688556
2015/2016,2015-10-01,Cruz Azul,Atlas,1,1,0,football-data,2.08,3.5,3.89,2.08,3.6,4.6,1.94,3.32,3.86,0.4807692307692307,0.2857142857142857,0.2570694087403599,0.023552925223876198,0.4807692307692307,0.2777777777777778,0.2173913043478261,-0.02406168710516532,0.5154639175257733,0.30120481927710846,0.2590673575129534,0.07573609431583517
2015/2016,2015-10-01,Morelia,Pumas UNAM,2,2,0,football-data,2.45,3.51,3.01,2.63,3.68,3.06,2.38,3.28,2.84,0.4081632653061224,0.2849002849002849,0.33222591362126247,0.025289463827669723,0.3802281368821293,0.2717391304347826,0.32679738562091504,-0.021235347062173116,0.42016806722689076,0.3048780487804878,0.35211267605633806,0.07715879206371667
2015/2016,2015-10-01,Tigres UANL,Puebla,0,1,-1,football-data,1.53,4.34,7.15,1.55,4.4,7.7,1.48,4.04,6.52,0.6535947712418301,0.2304147465437788,0.13986013986013984,0.023869657645748665,0.6451612903225806,0.22727272727272727,0.12987012987012986,0.0023041474654377225,0.6756756756756757,0.24752475247524752,0.15337423312883436,0.07657466127975754
2015/2016,2015-10-03,America,Chiapas,2,1,1,football-data,1.54,4.37,6.76,1.58,4.37,6.76,1.51,4.06,6.02,0.6493506493506493,0.22883295194508008,0.14792899408284024,0.026112595378569692,0.6329113924050632,0.22883295194508008,0.14792899408284024,0.00967333843298368,0.6622516556291391,0.24630541871921185,0.16611295681063123,0.0746700311589823
2015/2016,2015-10-03,Queretaro,Tijuana,2,1,1,football-data,1.81,3.9,4.61,1.9,3.92,4.75,1.78,3.63,4.17,0.5524861878453039,0.25641025641025644,0.21691973969631234,0.025816183951872684,0.5263157894736842,0.25510204081632654,0.21052631578947367,-0.008055853920515554,0.5617977528089888,0.27548209366391185,0.23980815347721823,0.07708799995011884
2015/2016,2015-10-04,Atlas,Tigres UANL,0,1,-1,football-data,3.39,3.29,2.35,3.5,3.35,2.4,3.22,3.17,2.22,0.2949852507374631,0.303951367781155,0.425531914893617,0.024468533412235205,0.2857142857142857,0.29850746268656714,0.4166666666666667,0.0008884150675194658,0.3105590062111801,0.31545741324921134,0.4504504504504504,0.07646686991084195
2015/2016,2015-10-04,Monterrey,Leon,4,0,1,football-data,1.93,3.94,3.92,2.1,3.99,3.93,1.93,3.63,3.53,0.5181347150259068,0.25380710659898476,0.25510204081632654,0.027043862441218147,0.47619047619047616,0.2506265664160401,0.2544529262086514,-0.018730031184832407,0.5181347150259068,0.27548209366391185,0.28328611898017,0.07690292766998863
2015/2016,2015-10-04,Puebla,Morelia,1,3,-1,football-data,2.51,3.24,3.15,2.53,3.35,3.3,2.35,3.12,3.02,0.39840637450199207,0.30864197530864196,0.31746031746031744,0.024508667270951356,0.3952569169960475,0.29850746268656714,0.30303030303030304,-0.0032053172870822877,0.425531914893617,0.3205128205128205,0.33112582781456956,0.0771705632210069
2015/2016,2015-10-04,Pumas UNAM,Guadalajara,1,0,1,football-data,1.81,3.75,4.82,1.85,3.82,4.85,1.78,3.53,4.34,0.5524861878453039,0.26666666666666666,0.20746887966804978,0.02662173418002034,0.5405405405405405,0.2617801047120419,0.2061855670103093,0.00850621226289161,0.5617977528089888,0.28328611898017,0.2304147465437788,0.07549861833293758
2015/2016,2015-10-04,Santos Laguna,Toluca,0,0,0,football-data,2.39,3.53,3.09,2.45,3.53,3.3,2.25,3.32,3.02,0.41841004184100417,0.28328611898017,0.3236245954692557,0.025320756290429847,0.4081632653061224,0.28328611898017,0.30303030303030304,-0.005520312683404693,0.4444444444444444,0.30120481927710846,0.33112582781456956,0.07677509153612228
2015/2016,2015-10-10,Monterrey,Puebla,1,1,0,football-data,1.76,3.99,4.85,1.78,4.1,5.6,1.69,3.74,4.65,0.5681818181818182,0.2506265664160401,0.2061855670103093,0.02499395160816764,0.5617977528089888,0.24390243902439027,0.17857142857142858,-0.015728379595192354,0.591715976331361,0.267379679144385,0.2150537634408602,0.07414941891660609
2015/2016,2015-10-17,Cruz Azul,Dorados de Sinaloa,1,1,0,football-data,1.56,4.19,6.78,1.7,4.2,7.2,1.55,3.89,5.8,0.641025641025641,0.2386634844868735,0.14749262536873156,0.02718175088124597,0.5882352941176471,0.23809523809523808,0.1388888888888889,-0.034780578898226056,0.6451612903225806,0.2570694087403599,0.1724137931034483,0.07464449216638869
2015/2016,2015-10-17,Tijuana,America,0,2,-1,football-data,3.09,3.65,2.34,3.25,3.65,2.35,3.0,3.35,2.24,0.3236245954692557,0.273972602739726,0.4273504273504274,0.024947625559409214,0.3076923076923077,0.273972602739726,0.425531914893617,0.007196825325650691,0.3333333333333333,0.29850746268656714,0.4464285714285714,0.0782693674484718
2015/2016,2015-10-17,Veracruz,Santos Laguna,0,3,-1,football-data,2.62,3.46,2.82,2.8,3.55,3.0,2.56,3.23,2.67,0.38167938931297707,0.28901734104046245,0.3546099290780142,0.025306659431453715,0.35714285714285715,0.28169014084507044,0.3333333333333333,-0.027833668678739043,0.390625,0.30959752321981426,0.37453183520599254,0.0747543584258068
2015/2016,2015-10-18,Chiapas,Monterrey,2,2,0,football-data,2.52,3.6,2.85,2.88,3.6,2.85,2.58,3.32,2.57,0.3968253968253968,0.2777777777777778,0.3508771929824561,0.02548036758563077,0.3472222222222222,0.2777777777777778,0.3508771929824561,-0.02412280701754388,0.38759689922480617,0.30120481927710846,0.38910505836575876,0.07790677686767333
2015/2016,2015-10-18,Guadalajara,Puebla,1,1,0,football-data,2.09,3.49,3.84,2.16,3.5,4.1,2.02,3.31,3.57,0.47846889952153115,0.28653295128939826,0.2604166666666667,0.025418517477596048,0.4629629629629629,0.2857142857142857,0.24390243902439027,-0.007420312298361154,0.49504950495049505,0.3021148036253776,0.2801120448179272,0.0772763533937999
2015/2016,2015-10-18,Leon,Pumas UNAM,1,3,-1,football-data,2.13,3.73,3.47,2.22,3.75,3.58,2.09,3.48,3.21,0.4694835680751174,0.2680965147453083,0.2881844380403458,0.025764520860771523,0.4504504504504504,0.26666666666666666,0.27932960893854747,-0.0035532739443353556,0.47846889952153115,0.28735632183908044,0.3115264797507788,0.07735170111139045
2015/2016,2015-10-18,Morelia,Atlas,0,1,-1,football-data,2.19,3.56,3.46,2.22,3.61,3.6,2.1,3.33,3.3,0.4566210045662101,0.2808988764044944,0.28901734104046245,0.026537222011166817,0.4504504504504504,0.2770083102493075,0.2777777777777778,0.0052365384775356905,0.47619047619047616,0.3003003003003003,0.30303030303030304,0.07952107952107945
2015/2016,2015-10-18,Tigres UANL,Pachuca,2,1,1,football-data,1.61,4.29,5.86,1.7,4.29,5.9,1.58,3.92,5.25,0.6211180124223602,0.2331002331002331,0.1706484641638225,0.02486670968641569,0.5882352941176471,0.2331002331002331,0.1694915254237288,-0.009172947358391026,0.6329113924050632,0.25510204081632654,0.19047619047619047,0.07848962369758028
2015/2016,2015-10-18,Toluca,Queretaro,4,2,1,football-data,1.79,3.84,4.84,1.91,3.84,4.84,1.77,3.57,4.35,0.5586592178770949,0.2604166666666667,0.2066115702479339,0.02568745479169543,0.5235602094240838,0.2604166666666667,0.2066115702479339,-0.009411553661315741,0.5649717514124294,0.2801120448179272,0.2298850574712644,0.07496885370162087
2015/2016,2015-10-24,America,Queretaro,0,1,-1,football-data,1.72,4.16,4.88,1.73,4.2,5.75,1.64,3.83,4.87,0.5813953488372093,0.24038461538461536,0.20491803278688525,0.026697997008709784,0.5780346820809249,0.23809523809523808,0.17391304347826086,-0.009957036345576209,0.6097560975609756,0.2610966057441253,0.2053388090349076,0.07619151234000854
2015/2016,2015-10-24,Santos Laguna,Cruz Azul,1,2,-1,football-data,2.24,3.52,3.39,2.28,3.52,3.66,2.12,3.29,3.31,0.4464285714285714,0.2840909090909091,0.2949852507374631,0.025504731256943636,0.4385964912280702,0.2840909090909091,0.27322404371584696,-0.004088555965173657,0.4716981132075471,0.303951367781155,0.3021148036253776,0.0777642846140798
2015/2016,2015-10-24,Veracruz,Toluca,3,2,1,football-data,2.78,3.46,2.66,3.0,3.46,2.66,2.79,3.21,2.45,0.3597122302158274,0.28901734104046245,0.37593984962406013,0.024669420880349957,0.3333333333333333,0.28901734104046245,0.37593984962406013,-0.0017094760021441058,0.35842293906810035,0.3115264797507788,0.4081632653061224,0.0781126841250015
2015/2016,2015-10-25,Dorados de Sinaloa,Tigres UANL,0,0,0,football-data,3.59,3.39,2.21,3.94,3.5,2.27,3.36,3.22,2.14,0.2785515320334262,0.2949852507374631,0.45248868778280543,0.02602547055369464,0.25380710659898476,0.2857142857142857,0.44052863436123346,-0.019949973325496084,0.2976190476190476,0.3105590062111801,0.4672897196261682,0.07546777345639599
2015/2016,2015-10-25,Monterrey,Tijuana,3,1,1,football-data,1.65,4.2,5.57,1.66,4.07,5.64,1.63,3.91,5.16,0.6060606060606061,0.23809523809523808,0.17953321364452424,0.02368905780036834,0.6024096385542169,0.24570024570024568,0.1773049645390071,0.025414848793469558,0.6134969325153374,0.2557544757033248,0.19379844961240308,0.0630498578310652
2015/2016,2015-10-25,Pachuca,Morelia,2,0,1,football-data,2.2,3.57,3.45,2.24,3.6,3.62,2.09,3.35,3.4,0.45454545454545453,0.2801120448179272,0.2898550724637681,0.02451257182714972,0.4464285714285714,0.2777777777777778,0.27624309392265195,0.00044944312900119243,0.47846889952153115,0.29850746268656714,0.29411764705882354,0.07109400926692189
2015/2016,2015-10-25,Puebla,Leon,1,0,1,football-data,2.32,3.52,3.22,2.48,3.53,3.25,2.3,3.28,2.98,0.4310344827586207,0.2840909090909091,0.3105590062111801,0.02568439806070999,0.40322580645161293,0.28328611898017,0.3076923076923077,-0.005795766875909436,0.4347826086956522,0.3048780487804878,0.33557046979865773,0.07523112727479764
2015/2016,2015-10-25,Pumas UNAM,Chiapas,2,3,-1,football-data,1.61,4.25,5.94,1.7,4.25,5.94,1.61,3.87,5.09,0.6211180124223602,0.23529411764705882,0.16835016835016833,0.024762298419587214,0.5882352941176471,0.23529411764705882,0.16835016835016833,-0.008120419885125796,0.6211180124223602,0.25839793281653745,0.19646365422396858,0.07597959946286625
2015/2016,2015-10-31,Cruz Azul,Veracruz,1,1,0,football-data,1.7,3.74,5.92,1.8,3.75,5.92,1.68,3.56,5.12,0.5882352941176471,0.267379679144385,0.16891891891891891,0.024533892180951034,0.5555555555555556,0.26666666666666666,0.16891891891891891,-0.008858858858858953,0.5952380952380952,0.2808988764044944,0.1953125,0.07144947164258975
2015/2016,2015-10-31,Queretaro,Monterrey,3,1,1,football-data,2.26,3.62,3.33,2.5,3.73,3.33,2.23,3.38,3.01,0.4424778761061947,0.27624309392265195,0.3003003003003003,0.019021270329147022,0.4,0.2680965147453083,0.3003003003003003,-0.031603184954391295,0.4484304932735426,0.2958579881656805,0.33222591362126247,0.07651439506048563
2015/2016,2015-10-31,Tijuana,Pumas UNAM,1,2,-1,football-data,2.47,3.57,2.94,2.66,3.6,2.94,2.47,3.29,2.71,0.4048582995951417,0.2801120448179272,0.3401360544217687,0.02510639883483745,0.37593984962406013,0.2777777777777778,0.3401360544217687,-0.006146318176393439,0.4048582995951417,0.303951367781155,0.36900369003690037,0.07781335741319717
2015/2016,2015-11-01,Chiapas,Puebla,1,0,1,football-data,2.24,3.43,3.48,2.27,3.5,3.6,2.13,3.27,3.33,0.4464285714285714,0.29154518950437314,0.28735632183908044,0.025330082772025087,0.44052863436123346,0.2857142857142857,0.2777777777777778,0.004020697853297062,0.4694835680751174,0.3058103975535168,0.3003003003003003,0.07559426592893459
2015/2016,2015-11-01,Guadalajara,Pachuca,4,4,0,football-data,2.62,3.39,2.87,2.75,3.4,2.97,2.47,3.2,2.78,0.38167938931297707,0.2949852507374631,0.3484320557491289,0.02509669579956908,0.36363636363636365,0.29411764705882354,0.33670033670033667,-0.005545652604476148,0.4048582995951417,0.3125,0.3597122302158274,0.07707052981096907
2015/2016,2015-11-01,Leon,Atlas,2,1,1,football-data,2.12,3.74,3.5,2.16,3.75,3.7,2.02,3.48,3.41,0.4716981132075471,0.267379679144385,0.2857142857142857,0.024792078066217638,0.4629629629629629,0.26666666666666666,0.27027027027027023,-0.00010010010010019776,0.49504950495049505,0.28735632183908044,0.29325513196480935,0.07566095875438483
2015/2016,2015-11-01,Morelia,Dorados de Sinaloa,4,0,1,football-data,1.82,3.64,4.98,1.85,3.64,5.05,1.76,3.44,4.56,0.5494505494505494,0.2747252747252747,0.2008032128514056,0.02497903702722981,0.5405405405405405,0.2747252747252747,0.19801980198019803,0.013285617246013182,0.5681818181818182,0.29069767441860467,0.2192982456140351,0.07817773821445795
2015/2016,2015-11-01,Tigres UANL,Santos Laguna,2,2,0,football-data,1.81,3.69,4.99,1.87,3.7,5.15,1.75,3.49,4.6,0.5524861878453039,0.2710027100271003,0.2004008016032064,0.023889699475610593,0.53475935828877,0.27027027027027023,0.1941747572815534,-0.0007956141594064325,0.5714285714285714,0.28653295128939826,0.2173913043478261,0.07535282706579571
2015/2016,2015-11-01,Toluca,America,2,3,-1,football-data,2.79,3.46,2.65,2.92,3.46,2.82,2.65,3.21,2.56,0.35842293906810035,0.28901734104046245,0.37735849056603776,0.02479877067460068,0.3424657534246575,0.28901734104046245,0.3546099290780142,-0.013906976456865783,0.37735849056603776,0.3115264797507788,0.390625,0.0795099703168165
2015/2016,2015-11-07,Cruz Azul,Toluca,1,2,-1,football-data,2.41,3.43,3.09,2.46,3.5,3.2,2.29,3.29,2.99,0.41493775933609955,0.29154518950437314,0.3236245954692557,0.030107544309728507,0.4065040650406504,0.2857142857142857,0.3125,0.004718350754936207,0.4366812227074236,0.303951367781155,0.33444816053511706,0.07508075102369571
2015/2016,2015-11-07,Santos Laguna,Morelia,2,3,-1,football-data,2.13,3.67,3.53,2.22,3.67,3.75,2.05,3.4,3.38,0.4694835680751174,0.2724795640326976,0.28328611898017,0.025249251087984925,0.4504504504504504,0.2724795640326976,0.26666666666666666,-0.010403318850185306,0.48780487804878053,0.29411764705882354,0.2958579881656805,0.0777805132732845
2015/2016,2015-11-07,Veracruz,Tigres UANL,1,3,-1,football-data,3.95,3.36,2.11,4.02,3.48,2.17,3.55,3.21,2.06,0.2531645569620253,0.2976190476190476,0.47393364928909953,0.024717253870172318,0.24875621890547267,0.28735632183908044,0.4608294930875576,-0.0030579661678893366,0.28169014084507044,0.3115264797507788,0.4854368932038835,0.07865351379973262
2015/2016,2015-11-08,Atlas,Chiapas,2,3,-1,football-data,2.27,3.52,3.39,2.32,3.52,3.39,2.18,3.32,3.15,0.44052863436123346,0.2840909090909091,0.2949852507374631,0.01960479418960559,0.4310344827586207,0.2840909090909091,0.2949852507374631,0.010110642586993013,0.4587155963302752,0.30120481927710846,0.31746031746031744,0.07738073306770099
2015/2016,2015-11-08,Dorados de Sinaloa,Guadalajara,2,1,1,football-data,2.27,3.4,3.44,2.7,3.45,3.44,2.26,3.24,3.08,0.44052863436123346,0.29411764705882354,0.29069767441860467,0.02534395583866167,0.37037037037037035,0.2898550724637681,0.29069767441860467,-0.049076882747256745,0.4424778761061947,0.30864197530864196,0.3246753246753247,0.0757951760901614
2015/2016,2015-11-08,Monterrey,America,2,1,1,football-data,2.52,3.44,2.96,2.67,3.51,2.96,2.48,3.26,2.72,0.3968253968253968,0.29069767441860467,0.33783783783783783,0.02536090908183919,0.37453183520599254,0.2849002849002849,0.33783783783783783,-0.002730042055884785,0.40322580645161293,0.3067484662576687,0.3676470588235294,0.07762133153281114
2015/2016,2015-11-08,Pachuca,Leon,3,2,1,football-data,1.75,4.17,4.69,1.9,4.17,4.8,1.75,3.82,4.15,0.5714285714285714,0.23980815347721823,0.21321961620469082,0.02445634111048056,0.5263157894736842,0.23980815347721823,0.20833333333333334,-0.02554272371576427,0.5714285714285714,0.2617801047120419,0.24096385542168672,0.07417253156229986
2015/2016,2015-11-08,Puebla,Tijuana,2,1,1,football-data,2.0,3.79,3.84,2.05,3.8,3.95,1.95,3.49,3.62,0.5,0.2638522427440633,0.2604166666666667,0.02426890941073001,0.48780487804878053,0.2631578947368421,0.2531645569620253,0.0041273297476478454,0.5128205128205129,0.28653295128939826,0.27624309392265195,0.07559655803256304
2015/2016,2015-11-08,Pumas UNAM,Queretaro,2,1,1,football-data,2.29,3.61,3.21,2.29,3.61,3.8,2.14,3.36,3.2,0.4366812227074236,0.2770083102493075,0.3115264797507788,0.02521601270750984,0.4366812227074236,0.2770083102493075,0.2631578947368421,-0.023152572306426755,0.4672897196261682,0.2976190476190476,0.3125,0.07740876724521595
2015/2016,2015-11-11,Dorados de Sinaloa,Veracruz,0,0,0,football-data,2.61,3.32,2.93,2.61,3.4,3.1,2.46,3.14,2.84,0.3831417624521073,0.30120481927710846,0.341296928327645,0.02564351005686083,0.3831417624521073,0.29411764705882354,0.3225806451612903,-0.0001599453277789653,0.4065040650406504,0.3184713375796178,0.35211267605633806,0.07708807867660616
