season,date,home_team,away_team,home_score,away_score,result_code,source,odds_home_pinnacle,odds_draw_pinnacle,odds_away_pinnacle,odds_home_max,odds_draw_max,odds_away_max,odds_home_avg,odds_draw_avg,odds_away_avg,imp_home_pinnacle,imp_draw_pinnacle,imp_away_pinnacle,overround_pinnacle,imp_home_max,imp_draw_max,imp_away_max,overround_max,imp_home_avg,imp_draw_avg,imp_away_avg,overround_avg
2015/2016,2015-07-26,Tigres UANL,Toluca,0,1,-1,football-data,2.46,3.31,3.21,2.47,3.31,3.6,2.27,3.09,3.21,0.4065040650406504,0.3021148036253776,0.3115264797507788,0.02014534841680682,0.4048582995951417,0.3021148036253776,0.2777777777777778,-0.015249119001702893,0.44052863436123346,0.3236245954692557,0.3115264797507788,0.07567970958126802
2015/2016,2015-08-01,America,Atlas,1,3,-1,football-data,1.71,3.83,5.53,1.75,3.9,5.55,1.67,3.56,5.08,0.5847953216374269,0.2610966057441253,0.18083182640144665,0.026723753782998738,0.5714285714285714,0.25641025641025644,0.1801801801801802,0.0080190080190079,0.5988023952095809,0.2808988764044944,0.19685039370078738,0.07655166531486257
2015/2016,2015-08-01,Queretaro,Pachuca,1,2,-1,football-data,2.49,3.42,3.03,2.52,3.44,3.2,2.34,3.21,2.93,0.4016064257028112,0.29239766081871343,0.33003300330033003,0.024037089821854707,0.3968253968253968,0.29069767441860467,0.3125,2.3071244001471314e-05,0.4273504273504274,0.3115264797507788,0.341296928327645,0.08017383542885126
2015/2016,2015-08-01,Tijuana,Dorados de Sinaloa,1,2,-1,football-data,1.79,3.78,4.92,1.86,3.78,4.92,1.77,3.52,4.38,0.5586592178770949,0.2645502645502646,0.2032520325203252,0.026461514947684783,0.5376344086021505,0.2645502645502646,0.2032520325203252,0.0054367056727402385,0.5649717514124294,0.2840909090909091,0.22831050228310504,0.07737316278644357
2015/2016,2015-08-02,Chiapas,Santos Laguna,2,1,1,football-data,2.27,3.63,3.18,2.38,3.64,3.26,2.24,3.33,3.04,0.44052863436123346,0.27548209366391185,0.31446540880503143,0.030476136830176692,0.42016806722689076,0.2747252747252747,0.3067484662576687,0.0016418082098341724,0.4464285714285714,0.3003003003003003,0.32894736842105265,0.07567624014992447
2015/2016,2015-08-02,Guadalajara,Cruz Azul,0,1,-1,football-data,3.35,3.09,2.48,3.35,3.15,2.77,2.88,2.97,2.56,0.29850746268656714,0.3236245954692557,0.40322580645161293,0.02535786460743572,0.29850746268656714,0.31746031746031744,0.36101083032490977,-0.02302138952820565,0.3472222222222222,0.33670033670033667,0.390625,0.07454755892255882
2015/2016,2015-08-02,Leon,Veracruz,4,1,1,football-data,1.78,3.86,4.91,1.8,3.91,5.1,1.72,3.63,4.55,0.5617977528089888,0.2590673575129534,0.20366598778004072,0.02453109810198284,0.5555555555555556,0.2557544757033248,0.19607843137254904,0.007388462631429338,0.5813953488372093,0.27548209366391185,0.21978021978021978,0.07665766228134085
2015/2016,2015-08-02,Morelia,Tigres UANL,1,0,1,football-data,1.95,3.4,4.58,2.01,3.45,4.58,1.89,3.29,4.08,0.5128205128205129,0.29411764705882354,0.2183406113537118,0.025278771233048225,0.49751243781094534,0.2898550724637681,0.2183406113537118,0.005708121628425378,0.5291005291005292,0.303951367781155,0.24509803921568626,0.07814993609737053
2015/2016,2015-08-02,Toluca,Pumas UNAM,2,1,1,football-data,2.25,3.32,3.59,2.29,3.35,3.7,2.11,3.21,3.41,0.4444444444444444,0.30120481927710846,0.2785515320334262,0.02420079575497902,0.4366812227074236,0.29850746268656714,0.27027027027027023,0.005458955664261023,0.47393364928909953,0.3115264797507788,0.29325513196480935,0.07871526100468773
2015/2016,2015-08-08,Cruz Azul,Leon,2,0,1,football-data,2.17,3.61,3.48,2.24,3.61,3.5,2.11,3.35,3.28,0.4608294930875576,0.2770083102493075,0.28735632183908044,0.025194125175945548,0.4464285714285714,0.2770083102493075,0.2857142857142857,0.009151167392164705,0.47393364928909953,0.29850746268656714,0.3048780487804878,0.07731916075615453
2015/2016,2015-08-08,Santos Laguna,Tijuana,0,1,-1,football-data,1.95,3.83,3.98,1.98,3.83,4.33,1.9,3.55,3.72,0.5128205128205129,0.2610966057441253,0.25125628140703515,0.025173399971673227,0.5050505050505051,0.2610966057441253,0.23094688221709006,-0.002906006988279586,0.5263157894736842,0.28169014084507044,0.26881720430107525,0.07682313461982981
2015/2016,2015-08-08,Veracruz,Chiapas,2,1,1,football-data,2.71,3.18,2.92,2.71,3.2,3.03,2.51,3.06,2.83,0.36900369003690037,0.31446540880503143,0.3424657534246575,0.025934852266589425,0.36900369003690037,0.3125,0.33003300330033003,0.011536693337230286,0.39840637450199207,0.32679738562091504,0.35335689045936397,0.07856065058227113
2015/2016,2015-08-09,Atlas,Monterrey,0,3,-1,football-data,2.51,3.28,3.05,2.57,3.4,3.18,2.42,3.12,2.9,0.39840637450199207,0.3048780487804878,0.3278688524590164,0.03115327574149629,0.38910505836575876,0.29411764705882354,0.31446540880503143,-0.002311885770386324,0.4132231404958678,0.3205128205128205,0.3448275862068966,0.07856354721558478
2015/2016,2015-08-09,Dorados de Sinaloa,Queretaro,1,1,0,football-data,2.63,3.25,2.97,2.67,3.35,3.04,2.47,3.14,2.82,0.3802281368821293,0.3076923076923077,0.33670033670033667,0.02462078127477363,0.37453183520599254,0.29850746268656714,0.32894736842105265,0.0019866663136123286,0.4048582995951417,0.3184713375796178,0.3546099290780142,0.07793956625277376
2015/2016,2015-08-09,Pachuca,America,0,3,-1,football-data,2.54,3.49,2.9,2.59,3.5,3.02,2.43,3.26,2.79,0.39370078740157477,0.28653295128939826,0.3448275862068966,0.025061324897869497,0.3861003861003861,0.2857142857142857,0.33112582781456956,0.0029404996292412555,0.4115226337448559,0.3067484662576687,0.35842293906810035,0.076694039070625
2015/2016,2015-08-09,Puebla,Pumas UNAM,3,2,1,football-data,2.4,3.35,3.18,2.47,3.45,3.18,2.32,3.18,2.99,0.4166666666666667,0.29850746268656714,0.31446540880503143,0.029639538158265255,0.4048582995951417,0.2898550724637681,0.31446540880503143,0.009178780863941194,0.4310344827586207,0.31446540880503143,0.33444816053511706,0.0799480520987692
2015/2016,2015-08-09,Toluca,Morelia,0,1,-1,football-data,1.97,3.55,4.25,2.2,3.58,4.5,1.92,3.34,3.89,0.5076142131979695,0.28169014084507044,0.23529411764705882,0.024598471690098878,0.45454545454545453,0.27932960893854747,0.2222222222222222,-0.04390271429377579,0.5208333333333334,0.29940119760479045,0.2570694087403599,0.07730393967848359
2015/2016,2015-08-10,Tigres UANL,Guadalajara,2,2,0,football-data,1.76,3.43,6.05,1.95,3.55,7.0,1.73,3.31,5.06,0.5681818181818182,0.29154518950437314,0.1652892561983471,0.025016263884538592,0.5128205128205129,0.28169014084507044,0.14285714285714285,-0.06263220347727394,0.5780346820809249,0.3021148036253776,0.19762845849802374,0.07777794420432627
2015/2016,2015-08-12,America,Dorados de Sinaloa,4,0,1,football-data,1.47,4.52,7.99,1.5,4.52,7.99,1.45,4.18,6.78,0.6802721088435374,0.22123893805309736,0.1251564455569462,0.02666749245358102,0.6666666666666666,0.22123893805309736,0.1251564455569462,0.013062050276710258,0.6896551724137931,0.23923444976076558,0.14749262536873156,0.07638224754329026
2015/2016,2015-08-12,Monterrey,Pachuca,4,3,1,football-data,1.79,3.92,4.65,1.95,3.92,4.75,1.76,3.63,4.26,0.5586592178770949,0.25510204081632654,0.2150537634408602,0.028815022134281776,0.5128205128205129,0.25510204081632654,0.21052631578947367,-0.02155113057368685,0.5681818181818182,0.27548209366391185,0.2347417840375587,0.07840569588328883
2015/2016,2015-08-12,Queretaro,Santos Laguna,1,2,-1,football-data,2.31,3.54,3.19,2.37,3.54,3.26,2.21,3.31,3.09,0.4329004329004329,0.2824858757062147,0.31347962382445144,0.02886593243109914,0.42194092827004215,0.2824858757062147,0.3067484662576687,0.011175270233925616,0.45248868778280543,0.3021148036253776,0.3236245954692557,0.07822808687743876
2015/2016,2015-08-12,Tijuana,Veracruz,1,3,-1,football-data,2.2,3.48,3.52,2.2,3.48,4.0,2.04,3.29,3.52,0.45454545454545453,0.28735632183908044,0.2840909090909091,0.0259926854754442,0.45454545454545453,0.28735632183908044,0.25,-0.008098223615464972,0.49019607843137253,0.303951367781155,0.2840909090909091,0.0782383553034367
2015/2016,2015-08-13,Chiapas,Cruz Azul,2,1,1,football-data,3.02,3.3,2.56,3.1,3.3,2.7,2.9,3.12,2.43,0.33112582781456956,0.30303030303030304,0.390625,0.024781130844872656,0.3225806451612903,0.30303030303030304,0.37037037037037035,-0.004018681438036298,0.3448275862068966,0.3205128205128205,0.4115226337448559,0.07686304046457293
2015/2016,2015-08-13,Guadalajara,Morelia,2,0,1,football-data,2.8,3.09,2.86,2.86,3.25,2.9,2.63,3.03,2.73,0.35714285714285715,0.3236245954692557,0.3496503496503497,0.0304178022624626,0.3496503496503497,0.3076923076923077,0.3448275862068966,0.002170243549553863,0.3802281368821293,0.33003300330033003,0.3663003663003663,0.07656150648282556
2015/2016,2015-08-13,Leon,Tigres UANL,2,1,1,football-data,2.48,3.51,2.96,2.5,3.51,3.2,2.35,3.28,2.88,0.40322580645161293,0.2849002849002849,0.33783783783783783,0.02596392918973578,0.4,0.2849002849002849,0.3125,-0.0025997150997150165,0.425531914893617,0.3048780487804878,0.3472222222222222,0.07763218589632714
2015/2016,2015-08-13,Puebla,Toluca,1,0,1,football-data,2.7,3.31,2.84,2.73,3.31,2.88,2.55,3.12,2.72,0.37037037037037035,0.3021148036253776,0.35211267605633806,0.024597850052086034,0.3663003663003663,0.3021148036253776,0.3472222222222222,0.015637392147966,0.3921568627450981,0.3205128205128205,0.3676470588235294,0.0803167420814479
2015/2016,2015-08-13,Pumas UNAM,Atlas,5,0,1,football-data,2.2,3.56,3.46,2.2,3.56,3.64,2.09,3.34,3.34,0.45454545454545453,0.2808988764044944,0.28901734104046245,0.024461671990411382,0.45454545454545453,0.2808988764044944,0.2747252747252747,0.010169605675223625,0.47846889952153115,0.29940119760479045,0.29940119760479045,0.07727129473111205
2015/2016,2015-08-15,Cruz Azul,Tijuana,1,3,-1,football-data,1.64,3.92,6.24,1.7,3.92,6.45,1.61,3.66,5.49,0.6097560975609756,0.25510204081632654,0.16025641025641024,0.02511454863371254,0.5882352941176471,0.25510204081632654,0.15503875968992248,-0.0016239053761037958,0.6211180124223602,0.27322404371584696,0.18214936247723132,0.0764914186154384
2015/2016,2015-08-15,Santos Laguna,America,0,2,-1,football-data,2.37,3.68,3.02,3.08,3.7,3.1,2.31,3.34,2.88,0.42194092827004215,0.2717391304347826,0.33112582781456956,0.024805886519394305,0.3246753246753247,0.27027027027027023,0.3225806451612903,-0.0824737598931149,0.4329004329004329,0.29940119760479045,0.3472222222222222,0.07952385272744555
2015/2016,2015-08-15,Veracruz,Queretaro,2,2,0,football-data,2.32,3.39,3.33,2.45,3.45,3.35,2.29,3.22,3.04,0.4310344827586207,0.2949852507374631,0.3003003003003003,0.026320033796384035,0.4081632653061224,0.2898550724637681,0.29850746268656714,-0.0034741995435423334,0.4366812227074236,0.3105590062111801,0.32894736842105265,0.07618759733965641
2015/2016,2015-08-16,Atlas,Puebla,2,1,1,football-data,2.4,3.46,3.14,2.44,3.5,3.28,2.3,3.24,2.99,0.4166666666666667,0.28901734104046245,0.3184713375796178,0.0241553452867469,0.4098360655737705,0.2857142857142857,0.3048780487804878,0.00042840006854394375,0.4347826086956522,0.30864197530864196,0.33444816053511706,0.07787274453941118
2015/2016,2015-08-16,Dorados de Sinaloa,Monterrey,1,4,-1,football-data,3.29,3.5,2.3,3.36,3.5,2.45,3.14,3.21,2.24,0.303951367781155,0.2857142857142857,0.4347826086956522,0.024448262191092862,0.2976190476190476,0.2857142857142857,0.4081632653061224,-0.008503401360544283,0.3184713375796178,0.3115264797507788,0.4464285714285714,0.07642638875896801
2015/2016,2015-08-16,Morelia,Leon,3,4,-1,football-data,2.7,3.52,2.7,2.79,3.55,2.8,2.55,3.29,2.62,0.37037037037037035,0.2840909090909091,0.37037037037037035,0.02483164983164965,0.35842293906810035,0.28169014084507044,0.35714285714285715,-0.0027440629439721143,0.3921568627450981,0.303951367781155,0.38167938931297707,0.07778761983923022
2015/2016,2015-08-16,Pachuca,Pumas UNAM,1,2,-1,football-data,2.07,3.75,3.62,2.2,3.75,3.64,2.06,3.45,3.31,0.48309178743961356,0.26666666666666666,0.27624309392265195,0.026001548028932175,0.45454545454545453,0.26666666666666666,0.2747252747252747,-0.004062604062604169,0.4854368932038835,0.2898550724637681,0.3021148036253776,0.07740676929302914
2015/2016,2015-08-16,Tigres UANL,Chiapas,4,1,1,football-data,1.65,3.96,6.08,1.75,3.96,6.08,1.63,3.64,5.35,0.6060606060606061,0.25252525252525254,0.16447368421052633,0.02305954279638489,0.5714285714285714,0.25252525252525254,0.16447368421052633,-0.011572491835649679,0.6134969325153374,0.2747252747252747,0.1869158878504673,0.07513809509107938
2015/2016,2015-08-16,Toluca,Guadalajara,3,1,1,football-data,1.86,3.55,4.86,1.9,3.55,5.1,1.81,3.35,4.42,0.5376344086021505,0.28169014084507044,0.20576131687242796,0.02508586631964893,0.5263157894736842,0.28169014084507044,0.19607843137254904,0.004084361691303551,0.5524861878453039,0.29850746268656714,0.22624434389140272,0.07723799442327373
2015/2016,2015-08-22,America,Veracruz,3,1,1,football-data,1.51,4.57,6.87,1.58,4.57,6.87,1.51,4.13,5.95,0.6622516556291391,0.2188183807439825,0.14556040756914118,0.026630443942262882,0.6329113924050632,0.2188183807439825,0.14556040756914118,-0.0027098192818131306,0.6622516556291391,0.24213075060532688,0.1680672268907563,0.07244963312522223
2015/2016,2015-08-22,Queretaro,Cruz Azul,4,2,1,football-data,2.99,3.11,2.71,2.99,3.35,2.72,2.77,3.08,2.56,0.33444816053511706,0.3215434083601286,0.36900369003690037,0.024995258932146047,0.33444816053511706,0.29850746268656714,0.3676470588235294,0.0006026820452136317,0.36101083032490977,0.3246753246753247,0.390625,0.07631115500023444
2015/2016,2015-08-22,Tijuana,Tigres UANL,1,2,-1,football-data,2.88,3.5,2.52,3.03,3.52,2.54,2.8,3.23,2.43,0.3472222222222222,0.2857142857142857,0.3968253968253968,0.029761904761904656,0.33003300330033003,0.2840909090909091,0.39370078740157477,0.007824699792813972,0.35714285714285715,0.30959752321981426,0.4115226337448559,0.07826301410752734
2015/2016,2015-08-23,Atlas,Toluca,1,2,-1,football-data,2.62,3.34,2.92,2.7,3.45,2.93,2.48,3.17,2.78,0.38167938931297707,0.29940119760479045,0.3424657534246575,0.023546340342424976,0.37037037037037035,0.2898550724637681,0.341296928327645,0.0015223711617835534,0.40322580645161293,0.31545741324921134,0.3597122302158274,0.0783954499166517
2015/2016,2015-08-23,Chiapas,Morelia,3,1,1,football-data,2.5,3.44,2.98,2.52,3.5,3.14,2.37,3.23,2.89,0.4,0.29069767441860467,0.33557046979865773,0.026268144217262313,0.3968253968253968,0.2857142857142857,0.3184713375796178,0.001011020119300321,0.42194092827004215,0.30959752321981426,0.3460207612456747,0.07755921273553112
2015/2016,2015-08-23,Leon,Guadalajara,1,0,1,football-data,1.67,4.25,5.3,1.71,4.25,5.4,1.63,3.86,4.84,0.5988023952095809,0.23529411764705882,0.18867924528301888,0.022775758139658597,0.5847953216374269,0.23529411764705882,0.18518518518518517,0.005274624469670863,0.6134969325153374,0.2590673575129534,0.2066115702479339,0.0791758602762247
2015/2016,2015-08-23,Monterrey,Santos Laguna,1,1,0,football-data,1.96,3.76,4.0,1.98,4.0,4.6,1.89,3.71,4.07,0.5102040816326531,0.26595744680851063,0.25,0.026161528441163817,0.5050505050505051,0.25,0.2173913043478261,-0.027558190601668864,0.5291005291005292,0.2695417789757412,0.24570024570024568,0.04434255377651608
2015/2016,2015-08-23,Puebla,Pachuca,3,2,1,football-data,2.5,3.48,2.97,2.5,3.55,3.16,2.35,3.26,2.9,0.4,0.28735632183908044,0.33670033670033667,0.024056658539417075,0.4,0.28169014084507044,0.3164556962025316,-0.0018541629523980419,0.425531914893617,0.3067484662576687,0.3448275862068966,0.07710796735818226
2015/2016,2015-08-23,Pumas UNAM,Dorados de Sinaloa,2,0,1,football-data,1.61,4.12,6.13,1.67,4.12,6.5,1.6,3.71,5.53,0.6211180124223602,0.24271844660194175,0.1631321370309951,0.026968596055297,0.5988023952095809,0.24271844660194175,0.15384615384615385,-0.004633004342323499,0.625,0.2695417789757412,0.18083182640144665,0.07537360537718785
2015/2016,2015-08-29,Cruz Azul,America,0,2,-1,football-data,2.81,3.31,2.72,2.83,3.5,2.79,2.62,3.21,2.59,0.35587188612099646,0.3021148036253776,0.3676470588235294,0.025633748569903414,0.35335689045936397,0.2857142857142857,0.35842293906810035,-0.0025058847582499766,0.38167938931297707,0.3115264797507788,0.3861003861003861,0.07930625516414214
2015/2016,2015-08-29,Santos Laguna,Pumas UNAM,3,4,-1,football-data,2.17,3.62,3.47,2.17,3.62,3.8,2.06,3.38,3.36,0.4608294930875576,0.27624309392265195,0.2881844380403458,0.02525702505055527,0.4608294930875576,0.27624309392265195,0.2631578947368421,0.00023048174705153635,0.4854368932038835,0.2958579881656805,0.2976190476190476,0.0789139289886116
2015/2016,2015-08-29,Veracruz,Monterrey,2,1,1,football-data,2.64,3.46,2.8,2.88,3.5,2.8,2.64,3.28,2.54,0.3787878787878788,0.28901734104046245,0.35714285714285715,0.024948076971198496,0.3472222222222222,0.2857142857142857,0.35714285714285715,-0.009920634920634885,0.3787878787878788,0.3048780487804878,0.39370078740157477,0.0773667149699413
2015/2016,2015-08-30,Dorados de Sinaloa,Puebla,1,0,1,football-data,2.45,3.51,3.02,2.7,3.51,3.11,2.45,3.17,2.84,0.4081632653061224,0.2849002849002849,0.33112582781456956,0.02418937802097698,0.37037037037037035,0.2849002849002849,0.3215434083601286,-0.023185936369216065,0.4081632653061224,0.31545741324921134,0.35211267605633806,0.07573335461167185
2015/2016,2015-08-30,Guadalajara,Chiapas,4,1,1,football-data,2.39,3.39,3.2,2.44,3.39,3.3,2.28,3.14,3.1,0.41841004184100417,0.2949852507374631,0.3125,0.025895292578467233,0.4098360655737705,0.2949852507374631,0.30303030303030304,0.007851619341536553,0.4385964912280702,0.3184713375796178,0.3225806451612903,0.07964847396897823
2015/2016,2015-08-30,Morelia,Tijuana,1,2,-1,football-data,2.07,3.56,3.84,2.2,3.56,3.84,2.07,3.36,3.39,0.48309178743961356,0.2808988764044944,0.2604166666666667,0.024407330510774594,0.45454545454545453,0.2808988764044944,0.2604166666666667,-0.0041390023833842715,0.48309178743961356,0.2976190476190476,0.2949852507374631,0.07569608579612419
2015/2016,2015-08-30,Pachuca,Atlas,1,1,0,football-data,2.11,3.61,3.65,2.11,3.61,3.85,2.02,3.42,3.45,0.47393364928909953,0.2770083102493075,0.273972602739726,0.024914562278133046,0.47393364928909953,0.2770083102493075,0.2597402597402597,0.01068221927866686,0.49504950495049505,0.29239766081871343,0.2898550724637681,0.07730223823297666
2015/2016,2015-08-30,Tigres UANL,Queretaro,5,1,1,football-data,1.56,4.24,6.77,1.65,4.24,7.0,1.54,3.85,6.06,0.641025641025641,0.23584905660377356,0.14771048744460857,0.024585185074023075,0.6060606060606061,0.23584905660377356,0.14285714285714285,-0.015233194478477596,0.6493506493506493,0.2597402597402597,0.16501650165016502,0.07410741074107419
2015/2016,2015-08-30,Toluca,Leon,1,3,-1,football-data,2.22,3.65,3.27,2.3,3.7,3.38,2.18,3.41,3.06,0.4504504504504504,0.273972602739726,0.3058103975535168,0.030233450743693213,0.4347826086956522,0.27027027027027023,0.2958579881656805,0.0009108671316029326,0.4587155963302752,0.29325513196480935,0.32679738562091504,0.07876811391599947
2015/2016,2015-09-12,America,Tigres UANL,0,1,-1,football-data,2.27,3.52,3.34,2.47,3.55,3.34,2.23,3.28,3.09,0.44052863436123346,0.2840909090909091,0.29940119760479045,0.02402074105693286,0.4048582995951417,0.28169014084507044,0.29940119760479045,-0.014050361954997426,0.4484304932735426,0.3048780487804878,0.3236245954692557,0.07693313752328601
2015/2016,2015-09-12,Queretaro,Morelia,0,1,-1,football-data,2.53,3.44,2.96,2.53,3.45,3.2,2.37,3.23,2.9,0.3952569169960475,0.29069767441860467,0.33783783783783783,0.02379242925248981,0.3952569169960475,0.2898550724637681,0.3125,-0.0023880105401843377,0.42194092827004215,0.30959752321981426,0.3448275862068966,0.07636603769675299
2015/2016,2015-09-12,Tijuana,Guadalajara,2,1,1,football-data,1.93,3.64,4.27,2.1,3.66,4.33,1.93,3.41,3.79,0.5181347150259068,0.2747252747252747,0.234192037470726,0.02705202722190747,0.47619047619047616,0.27322404371584696,0.23094688221709006,-0.01963859787658684,0.5181347150259068,0.29325513196480935,0.2638522427440633,0.07524208973477942
2015/2016,2015-09-13,Atlas,Dorados de Sinaloa,3,2,1,football-data,1.92,3.58,4.44,1.99,3.6,4.5,1.87,3.38,4.03,0.5208333333333334,0.27932960893854747,0.2252252252252252,0.02538816749710593,0.5025125628140703,0.2777777777777778,0.2222222222222222,0.002512562814070307,0.53475935828877,0.2958579881656805,0.24813895781637715,0.07875630427082747
2015/2016,2015-09-13,Chiapas,Leon,6,2,1,football-data,2.36,3.58,3.11,2.7,3.6,3.11,2.41,3.36,2.76,0.42372881355932207,0.27932960893854747,0.3215434083601286,0.024601830857998053,0.37037037037037035,0.2777777777777778,0.3215434083601286,-0.030308443491723236,0.41493775933609955,0.2976190476190476,0.3623188405797102,0.07487564753485731
2015/2016,2015-09-13,Monterrey,Cruz Azul,1,1,0,football-data,2.14,3.51,3.67,2.14,3.6,3.86,2.04,3.35,3.48,0.4672897196261682,0.2849002849002849,0.2724795640326976,0.0246695685591507,0.4672897196261682,0.2777777777777778,0.2590673575129534,0.004134854916899355,0.49019607843137253,0.29850746268656714,0.28735632183908044,0.07605986295702016
2015/2016,2015-09-13,Pachuca,Toluca,3,4,-1,football-data,2.26,3.6,3.29,2.62,3.7,3.3,2.33,3.32,2.9,0.4424778761061947,0.2777777777777778,0.303951367781155,0.02420702166512756,0.38167938931297707,0.27027027027027023,0.30303030303030304,-0.045020037386449774,0.4291845493562232,0.30120481927710846,0.3448275862068966,0.07521695484022817
2015/2016,2015-09-13,Puebla,Santos Laguna,0,1,-1,football-data,2.46,3.25,3.23,2.47,3.4,3.23,2.36,3.21,2.93,0.4065040650406504,0.3076923076923077,0.30959752321981426,0.02379389595277237,0.4048582995951417,0.29411764705882354,0.30959752321981426,0.008573469873779604,0.42372881355932207,0.3115264797507788,0.341296928327645,0.07655222163774589
2015/2016,2015-09-13,Pumas UNAM,Veracruz,3,0,1,football-data,1.71,4.32,4.78,1.85,4.44,6.0,1.64,3.91,4.81,0.5847953216374269,0.23148148148148145,0.20920502092050208,0.02548182403941035,0.5405405405405405,0.2252252252252252,0.16666666666666666,-0.06756756756756765,0.6097560975609756,0.2557544757033248,0.2079002079002079,0.07341078116450839
2015/2016,2015-09-19,Cruz Azul,Pumas UNAM,2,1,1,football-data,2.34,3.54,3.17,2.44,3.54,3.24,2.26,3.28,3.05,0.4273504273504274,0.2824858757062147,0.31545741324921134,0.02529371630585353,0.4098360655737705,0.2824858757062147,0.30864197530864196,0.0009639165886272671,0.4424778761061947,0.3048780487804878,0.3278688524590164,0.07522477734569888
2015/2016,2015-09-19,Santos Laguna,Atlas,0,2,-1,football-data,2.08,3.74,3.62,2.08,3.75,4.0,1.94,3.45,3.68,0.4807692307692307,0.267379679144385,0.27624309392265195,0.024392003836267717,0.4807692307692307,0.26666666666666666,0.25,-0.002564102564102555,0.5154639175257733,0.2898550724637681,0.2717391304347826,0.07705812042432392
2015/2016,2015-09-19,Veracruz,Puebla,2,1,1,football-data,2.2,3.46,3.56,2.38,3.46,3.56,2.17,3.26,3.23,0.45454545454545453,0.28901734104046245,0.2808988764044944,0.024461671990411382,0.42016806722689076,0.28901734104046245,0.2808988764044944,-0.009915715328152386,0.4608294930875576,0.3067484662576687,0.30959752321981426,0.07717548256504059
2015/2016,2015-09-20,Dorados de Sinaloa,Pachuca,1,2,-1,football-data,2.59,3.56,2.8,2.61,3.56,2.9,2.5,3.28,2.68,0.3861003861003861,0.2808988764044944,0.35714285714285715,0.024142119647737603,0.3831417624521073,0.2808988764044944,0.3448275862068966,0.008868225063498159,0.4,0.3048780487804878,0.3731343283582089,0.07801237713869669
2015/2016,2015-09-20,Guadalajara,Queretaro,2,1,1,football-data,2.18,3.46,3.61,2.26,3.5,3.61,2.14,3.3,3.26,0.4587155963302752,0.28901734104046245,0.2770083102493075,0.024741247620045037,0.4424778761061947,0.2857142857142857,0.2770083102493075,0.00520047206978802,0.4672897196261682,0.30303030303030304,0.3067484662576687,0.07706848891413998
2015/2016,2015-09-20,Leon,Tijuana,2,1,1,football-data,1.64,4.49,5.2,1.7,4.6,6.4,1.58,4.18,4.96,0.6097560975609756,0.22271714922048996,0.1923076923076923,0.024780939089157794,0.5882352941176471,0.2173913043478261,0.15625,-0.03812340153452687,0.6329113924050632,0.23923444976076558,0.20161290322580647,0.0737587453916353
2015/2016,2015-09-20,Morelia,America,0,3,-1,football-data,2.94,3.56,2.48,3.05,3.56,2.57,2.83,3.26,2.4,0.3401360544217687,0.2808988764044944,0.40322580645161293,0.024260737277876032,0.3278688524590164,0.2808988764044944,0.38910505836575876,-0.002127212770730358,0.35335689045936397,0.3067484662576687,0.4166666666666667,0.07677202338369948
2015/2016,2015-09-20,Tigres UANL,Monterrey,3,1,1,football-data,1.68,3.99,5.61,1.8,4.0,5.61,1.68,3.68,4.85,0.5952380952380952,0.2506265664160401,0.17825311942959002,0.02411778108372542,0.5555555555555556,0.25,0.17825311942959002,-0.01619132501485443,0.5952380952380952,0.2717391304347826,0.2061855670103093,0.07316279268318704
2015/2016,2015-09-20,Toluca,Chiapas,1,1,0,football-data,1.76,3.95,4.91,1.85,4.0,5.1,1.76,3.64,4.35,0.5681818181818182,0.2531645569620253,0.20366598778004072,0.02501236292388409,0.5405405405405405,0.25,0.19607843137254904,-0.01338102808691044,0.5681818181818182,0.2747252747252747,0.2298850574712644,0.07279215037835729
2015/2016,2015-09-26,America,Guadalajara,1,2,-1,football-data,1.5,4.41,7.7,1.51,4.41,8.0,1.47,4.05,6.65,0.6666666666666666,0.22675736961451246,0.12987012987012986,0.02329416615130886,0.6622516556291391,0.22675736961451246,0.125,0.014009025243651552,0.6802721088435374,0.2469135802469136,0.15037593984962405,0.0775616289400749
2015/2016,2015-09-26,Queretaro,Leon,3,0,1,football-data,2.47,3.67,2.87,2.7,3.68,2.87,2.44,3.42,2.68,0.4048582995951417,0.2724795640326976,0.3484320557491289,0.025769919376968264,0.37037037037037035,0.2717391304347826,0.3484320557491289,-0.009458443445718112,0.4098360655737705,0.29239766081871343,0.3731343283582089,0.07536805475069297
2015/2016,2015-09-26,Tijuana,Chiapas,1,1,0,football-data,1.88,3.77,4.31,2.15,3.79,4.31,1.88,3.52,3.86,0.5319148936170213,0.26525198938992045,0.2320185614849188,0.029185444491860446,0.46511627906976744,0.2638522427440633,0.2320185614849188,-0.0390129167012504,0.5319148936170213,0.2840909090909091,0.2590673575129534,0.07507316022088384
2015/2016,2015-09-27,Atlas,Veracruz,0,1,-1,football-data,1.85,3.75,4.61,2.15,3.75,4.75,1.8,3.55,4.22,0.5405405405405405,0.26666666666666666,0.21691973969631234,0.024126946903519464,0.46511627906976744,0.26666666666666666,0.21052631578947367,-0.05769073847409223,0.5555555555555556,0.28169014084507044,0.23696682464454977,0.07421252104517584
